,CD_ID,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020
0,AK-AL,37.6,52.8,737438,354486,34.9,67635,474555,25197,46381,111371,1870,8156,1915,28656,661648,60784,183460,127824,32444,89635,358331,159,74346,33262,78620,22401,0.4322,38.5,345769,15884,19458,15461,37178,28154,11023,31445,50966,27750,41942,7578,1177,"Congressional District (at Large) (116th Congress), Alaska",02,AL,Alaska,AK,87.4,0.5462278473,39.36666667,297625.0,309407.0,321655.41083242337
1,AL-01,34.1,63.5,715346,370803,40.3,51744,479949,196891,10627,6992,397,4962,198,11214,689039,21390,162429,122681,63961,79243,316585,4520,46445,25963,118962,9860,0.4824,40.6,302309,4153,25950,33025,37956,16737,16862,23885,41706,23602,12421,4357,844,"Congressional District 1 (116th Congress), Alabama",01,01,Alabama,AL,87.7,0.4728939754,39.36666667,298837.066990987,303477.8817709956,308190.76646535326
2,AL-02,33,64.9,678122,351776,38.8,51625,426674,217977,7442,2838,1095,5686,53,13679,651408,18597,153312,114856,65876,65914,293922,338,48290,24810,118296,7590,0.4763,39.5,277754,4908,17144,33140,31316,18090,12027,25004,37254,21527,23523,2638,778,"Congressional District 2 (116th Congress), Alabama",01,02,Alabama,AL,89.5,0.4728939754,39.36666667,289863.723675039,285663.5278349748,281524.19385396363
3,AL-03,32.3,65.3,708409,362468,39.2,51572,490987,183949,13049,1300,658,6372,185,10892,680867,19419,154016,127172,69340,61435,312404,388,45832,24200,124289,8563,0.4923,39.1,294766,3688,19292,48522,31681,16439,14590,31793,35172,19652,16096,4607,765,"Congressional District 3 (116th Congress), Alabama",01,03,Alabama,AL,90.7,0.4728939754,39.36666667,280127.856653036,288775.5709679925,297690.2453909746
4,AL-04,17.4,80.4,686297,349948,40.5,39104,591084,51171,3072,4391,717,1874,541,26115,658759,23662,155507,136731,80496,51598,300196,76,45387,23867,119113,7590,0.4792,39.7,286219,5545,23356,57857,31355,17608,10032,22654,37771,17107,10988,4427,657,"Congressional District 4 (116th Congress), Alabama",01,04,Alabama,AL,89.7,0.4728939754,39.36666667,274505.264147322,290725.8764333476,307904.9703854747
5,AL-05,31.3,64.7,725634,366606,39.5,55771,539903,130913,12215,3123,503,4126,68,28013,685291,30190,158018,149641,56485,108527,348943,16,57174,29419,91640,14954,0.4658,40.1,335078,2580,21162,53436,38862,14636,12735,27574,41952,21368,22821,4911,766,"Congressional District 5 (116th Congress), Alabama",01,05,Alabama,AL,91.3,0.4728939754,39.36666667,297262.915973428,309937.1691436347,323151.80823078786
6,AL-06,26.1,70.8,713595,366953,40.0,41059,556700,109254,13683,1512,980,2063,76,21754,674515,31795,161036,148047,44558,113361,345929,58,66835,34484,71723,21151,0.4667,41.0,333425,3797,24738,31868,34896,19283,33190,27975,45789,20420,11135,5970,969,"Congressional District 6 (116th Congress), Alabama",01,06,Alabama,AL,92.5,0.4728939754,39.36666667,314342.796260745,329849.0067125406,346120.12275605183
7,AL-07,69.8,28.6,660468,350046,36.4,33737,221541,416885,5007,1907,593,1739,235,16171,639523,17514,144787,80099,67463,56008,286876,644,37123,20682,156399,4564,0.4965,36.8,264720,3108,16363,37191,26940,15892,12300,26086,42224,25201,13541,4128,794,"Congressional District 7 (116th Congress), Alabama",01,07,Alabama,AL,88.3,0.4728939754,39.36666667,315244.376299443,293230.9671365144,272754.7469590419
8,AR-01,30.2,65,724622,364754,39.5,46513,561702,122626,2796,2554,350,1074,0,19567,707638,12579,167447,131712,73042,55491,310975,247,41553,22946,135862,5467,0.4610,39.4,294461,15471,21449,39735,36166,15810,11724,30125,48702,16561,13609,2995,665,"Congressional District 1 (116th Congress), Arkansas",05,01,Arkansas,AR,91.9,0.413820404,39.36666667,253459.950915971,260717.1749188954,268182.19230313424
9,AR-02,41.7,52.4,765124,395663,37.7,48963,540548,174846,13008,4030,137,924,0,25960,728478,31847,176055,135467,53397,92656,368552,134,50381,28405,120374,15117,0.4911,39.0,355971,3841,19645,33250,42077,19587,19397,28526,69727,27899,19628,7935,799,"Congressional District 2 (116th Congress), Arkansas",05,02,Arkansas,AR,93.2,0.413820404,39.36666667,292515.0,306974.0,322147.7075568774
10,AR-03,30.5,61.9,819235,414269,35.5,48088,679803,25638,25283,9847,1707,4698,0,77735,735525,75924,200773,157234,68371,93383,398453,520,52799,27485,107542,15904,0.4880,38.1,386790,7283,25649,62762,55967,25699,17285,33954,47622,26282,11596,4513,775,"Congressional District 3 (116th Congress), Arkansas",05,03,Arkansas,AR,90.7,0.413820404,39.36666667,257668.0,292163.0,331275.977494295
11,AR-04,31.3,64.2,704844,362459,41.0,44339,524043,133604,6461,4520,569,2320,0,37435,677963,23359,159685,129048,64176,54892,291339,196,41230,22460,140726,5207,0.4721,40.7,280053,10966,21712,52070,35005,13899,10480,25159,39618,18605,11830,2630,673,"Congressional District 4 (116th Congress), Arkansas",05,04,Arkansas,AR,91.2,0.413820404,39.36666667,265825.049084029,270780.8250811045,275828.99160276685
12,AZ-01,46.6,47.7,770392,381846,38.4,53266,504227,19319,11798,180970,565,3044,0,157701,716324,47424,178205,132941,68694,74290,297362,505,55444,26292,140559,9349,0.4466,39.3,283024,10244,18113,20465,31640,13662,14041,31419,44332,27705,19085,2694,971,"Congressional District 1 (116th Congress), Arizona",04,01,Arizona,AZ,88.9,0.4907542691,39.36666667,260056.0,284973.0,312277.39690297475
13,AZ-02,49.6,44.7,724747,366869,40.9,77815,584070,28469,21765,13349,721,9123,545,183103,631602,77945,141891,129429,46756,99775,333369,344,53292,28584,93085,14696,0.4661,38.5,315603,3273,17529,18737,38392,12458,17453,31231,44875,31416,24808,6625,879,"Congressional District 2 (116th Congress), Arizona",04,02,Arizona,AZ,91.3,0.4907542691,39.36666667,299691.0,315839.0,332857.08920521475
14,AZ-03,62.4,32.5,798359,396453,32.4,37670,564199,40208,16746,40005,2091,8167,925,468304,615358,170115,211585,114896,111937,52489,349069,521,50291,24847,158526,6085,0.4469,37.0,332972,11009,30087,20211,36738,26534,18496,29839,45496,24031,17687,5359,914,"Congressional District 3 (116th Congress), Arizona",04,03,Arizona,AZ,87.1,0.4907542691,39.36666667,177248.0,208934.0,246284.39449810435
15,AZ-04,27.5,67.7,809426,403610,48.5,89847,723818,14247,11679,11383,1401,6647,131,138139,741017,58960,151117,171535,68722,78600,319080,294,52481,26517,98098,8343,0.4290,41.7,296871,6155,23287,17624,40008,16734,20565,24090,40468,27247,17741,4915,888,"Congressional District 4 (116th Congress), Arizona",04,04,Arizona,AZ,90.7,0.4907542691,39.36666667,258046.0,298483.0,345256.6646605644
16,AZ-05,36.5,57.6,841344,428921,38.2,56652,700892,35213,41526,10581,1949,6395,118,117980,747856,81804,218224,173099,38083,137435,411954,178,78797,35939,63967,27565,0.4238,40.6,395268,2349,25077,35113,45997,18526,42059,39372,51785,27674,15104,10408,1301,"Congressional District 5 (116th Congress), Arizona",04,05,Arizona,AZ,92.8,0.4907542691,39.36666667,293748.0,332093.0,375443.443526424
17,AZ-06,42.4,52.4,783621,396716,42.7,46539,663178,26842,35839,12702,2018,5598,479,114042,667890,106825,156204,151446,39189,159785,422070,1312,73608,38056,69319,38721,0.4912,41.8,407884,1702,22773,22565,43846,18129,53988,31204,48248,37442,12812,7611,1184,"Congressional District 6 (116th Congress), Arizona",04,06,Arizona,AZ,91.4,0.4907542691,39.36666667,313417.0,338331.0,365225.4522281816
18,AZ-07,71.8,22.6,854749,427597,29.1,25172,607405,82671,19817,30209,5158,7711,2072,497512,626953,217053,259565,95971,140903,50561,414562,220,46053,25450,188310,7084,0.4561,35.6,388522,2636,37321,30747,48616,27836,26287,23061,35414,41370,11808,8201,954,"Congressional District 7 (116th Congress), Arizona",04,07,Arizona,AZ,80.1,0.4907542691,39.36666667,140907.0,164399.0,191807.5837325328
19,AZ-08,37,58.1,794820,412870,43.2,69069,656356,39285,33004,6764,1535,7803,313,117273,708642,75031,167981,163428,42671,110510,368882,576,68097,32524,58018,18556,0.4137,41.3,352653,1733,22378,23077,45683,21973,34146,32763,48967,21208,20692,6612,1247,"Congressional District 8 (116th Congress), Arizona",04,08,Arizona,AZ,93.6,0.4907542691,39.36666667,291126.0,327325.0,368025.0325460454
20,AZ-09,54.7,38.4,794188,391635,34.1,40209,586360,50086,45699,24636,1947,8031,0,184941,655082,125118,157227,114525,48979,134587,455278,1113,60705,33213,113617,22232,0.4745,35.9,442339,1159,24403,34077,44294,20908,44763,41601,53348,42265,14142,10740,1080,"Congressional District 9 (116th Congress), Arizona",04,09,Arizona,AZ,89.3,0.4907542691,39.36666667,264563.0,283863.0,304570.94442155556
21,CA-01,36.5,56.2,711282,353645,42.8,50463,605294,12691,19443,11320,978,1967,261,84111,663439,40714,137982,127202,47226,82759,309241,512,55316,27147,103574,13657,0.4613,39.9,290603,10966,21950,16170,35649,13729,14219,25174,46282,21414,19557,5118,1030,"Congressional District 1 (116th Congress), California",06,01,California,CA,94.0,0.4959029941,39.36666667,303928.0,313968.0,324339.6627622332
22,CA-02,69,23.3,722370,364994,44.4,38725,575564,11236,31398,15063,1148,3204,251,88065,619761,92720,143615,136149,43952,131634,369902,289,77550,36606,80864,44007,0.5088,42.4,353504,12443,25836,19466,40855,10292,26118,29794,44649,23703,18485,6888,1486,"Congressional District 2 (116th Congress), California",06,02,California,CA,95.0,0.4959029941,39.36666667,333442.0,344971.0,356898.6235717156
23,CA-03,53,40.4,748104,377917,34.9,45129,512748,42954,87457,8233,1423,4694,733,193590,593728,138262,177155,128349,73649,74985,348364,70,68609,31122,100585,19204,0.4478,37.8,330910,18687,26564,24637,38235,17671,14079,34655,44540,26040,23899,3633,1305,"Congressional District 3 (116th Congress), California",06,03,California,CA,93.8,0.4959029941,39.36666667,241687.0,262086.0,284206.72769325617
24,CA-04,39.3,54,754525,376917,44.1,55727,636599,10014,43292,4749,1434,3711,110,79998,671086,75473,155078,157292,34411,130084,350808,603,77592,35812,65562,33970,0.4579,42.6,336067,5929,25206,19313,32685,12764,27803,28671,43647,24735,27079,6312,1395,"Congressional District 4 (116th Congress), California",06,04,California,CA,95.3,0.4959029941,39.36666667,337634.0,353388.0,369877.0815261496
25,CA-05,69.2,24.3,730955,371842,40.7,35675,453797,47271,83384,5791,1390,6273,299,170316,559991,158217,150191,126148,63057,109942,388128,334,80810,36414,68188,27314,0.4433,40.7,371310,9674,32263,34067,44678,17815,18355,28660,52519,28141,16995,6490,1618,"Congressional District 5 (116th Congress), California",06,05,California,CA,93.9,0.4959029941,39.36666667,286658.0,305052.0,324626.28883198794
26,CA-06,69.2,24.4,777985,397155,34.0,34249,386232,99593,128292,5130,1922,7525,651,190778,572479,193121,192607,113715,77859,101443,383099,98,60661,30417,131442,15559,0.4605,37.1,360097,3002,26449,17705,36702,21632,20077,28977,49808,30961,36731,4313,1242,"Congressional District 6 (116th Congress), California",06,06,California,CA,94.1,0.4959029941,39.36666667,225831.0,243910.0,263436.3222941049
27,CA-07,52.3,40.9,753640,385097,38.9,44389,474784,55737,120343,6801,589,6749,443,107702,591921,149725,169262,135301,44921,118713,374091,191,79712,36327,89054,23302,0.4364,40.7,355985,2274,21931,20582,42905,18784,26433,28396,51983,24557,39668,5744,1373,"Congressional District 7 (116th Congress), California",06,07,California,CA,95.7,0.4959029941,39.36666667,285997.0,304118.0,323387.16113805387
28,CA-08,39.6,54.7,717107,355699,35.3,45978,535884,61955,23511,12982,2242,7627,0,245647,607986,100008,193143,116317,77488,47488,300244,0,54509,26001,127544,9872,0.4578,39.0,277233,2991,26421,16433,33591,25901,11832,24959,36369,23492,19187,3170,1060,"Congressional District 8 (116th Congress), California",06,08,California,CA,92.2,0.4959029941,39.36666667,212633.0,232835.0,254956.36719135786
29,CA-09,56.6,38,775148,394553,35.2,32892,439731,69964,116574,5821,456,5579,0,267693,594201,173628,210226,126376,88470,67808,356963,439,69769,30088,104685,17685,0.4437,40.0,338192,18120,28868,30048,39410,26617,16196,27802,39271,22524,19812,4033,1249,"Congressional District 9 (116th Congress), California",06,09,California,CA,94.3,0.4959029941,39.36666667,220312.0,238191.0,257520.93613148626
30,CA-10,48.5,45.5,761485,380953,35.0,32154,573461,24578,54882,6704,548,4967,285,308505,605227,149579,201269,126812,90523,59333,355922,374,65609,30481,102622,15803,0.4382,39.0,328727,11934,30671,37186,37426,24563,15154,29679,37796,23095,15544,3807,1220,"Congressional District 10 (116th Congress), California",06,10,California,CA,94.6,0.4959029941,39.36666667,215113.0,239680.0,267052.676500258
31,CA-11,71.5,22.7,762290,389447,40.0,26842,419654,65509,115716,4286,2224,6052,499,134009,549872,202625,162302,139192,57088,148719,406133,70,96950,40981,66068,54799,0.4876,40.9,388418,1545,29082,21151,36776,22985,30252,37089,54740,24391,12772,10659,1782,"Congressional District 11 (116th Congress), California",06,11,California,CA,94.3,0.4959029941,39.36666667,301134.0,312568.0,324436.1467785106
32,CA-12,86.2,8.7,764043,372449,37.9,21225,365047,39056,249380,2208,1529,4788,582,57897,498998,248607,101510,120539,60196,225111,479636,550,113919,59294,76052,94666,0.5240,36.5,467520,351,14969,24967,42433,20170,39956,32781,48908,33112,14160,29806,1881,"Congressional District 12 (116th Congress), California",06,12,California,CA,96.6,0.4959029941,39.36666667,320387.0,358774.0,401760.31822764344
33,CA-13,87.4,6.8,764304,394460,36.7,20138,312333,126848,161671,5142,2220,4135,739,118278,551702,199074,139372,110212,62799,155012,429251,159,82237,41573,98871,49745,0.5059,37.7,414532,2278,20611,26066,32364,23187,25677,50693,52872,27991,14499,16887,1655,"Congressional District 13 (116th Congress), California",06,13,California,CA,94.7,0.4959029941,39.36666667,306314.0,334194.0,364611.5738621153
34,CA-14,76.9,18.2,759415,380606,40.1,24314,328620,21827,266053,2455,1582,3509,243,100496,462018,283727,145757,136130,59140,171079,433683,305,117054,46166,53342,67447,0.4784,40.3,419694,1162,19431,31506,38863,24744,30648,30857,51221,35562,13898,17226,2350,"Congressional District 14 (116th Congress), California",06,14,California,CA,96.6,0.4959029941,39.36666667,269882.0,297743.0,328480.20264041325
35,CA-15,69.9,24.2,789174,397844,38.4,23446,314637,40917,283643,3911,1656,7579,516,131912,500682,275875,184546,159297,54501,153301,416981,170,119997,49168,41865,64975,0.4218,40.9,403226,1593,23799,47131,37520,19016,28787,28215,51033,22564,13837,13712,2134,"Congressional District 15 (116th Congress), California",06,15,California,CA,97.5,0.4959029941,39.36666667,260611.0,284536.0,310657.39855953894
36,CA-16,58,36.4,749967,371713,30.5,22944,422040,39188,69456,8028,460,3901,250,439298,557243,184304,222804,93593,140926,40955,323061,124,47759,22154,186516,5893,0.4639,37.3,289638,36352,21981,26150,30358,17295,9648,25905,36838,19996,13791,2322,946,"Congressional District 16 (116th Congress), California",06,16,California,CA,91.3,0.4959029941,39.36666667,151953.0,169964.0,190109.8451231631
37,CA-17,73.9,20.5,777468,373435,36.4,17423,222919,16541,437632,3322,1479,3420,244,94417,380731,385610,159781,159305,44007,169320,435672,651,141217,57227,50267,82357,0.4228,38.5,421727,1011,14186,80007,35688,13376,17528,28448,40936,21393,7840,25716,2572,"Congressional District 17 (116th Congress), California",06,17,California,CA,97.1,0.4959029941,39.36666667,227806.0,248695.0,271499.4470075415
38,CA-18,73.4,20.2,750295,374925,40.0,23107,474238,16550,180901,2638,712,3774,108,88329,509525,227587,165052,159183,28077,165300,395647,339,141661,60857,46177,97814,0.5045,41.6,387894,1590,19838,50404,27028,11089,19591,43595,38489,21348,8739,27975,2248,"Congressional District 18 (116th Congress), California",06,18,California,CA,96.2,0.4959029941,39.36666667,319615.0,335138.0,351414.91808582196
39,CA-19,72.9,21.5,763028,383054,36.8,19254,334224,23279,222621,5242,1899,5727,85,264490,479964,269193,172831,127187,87854,124413,408986,142,106346,38985,61534,51507,0.4532,39.6,393511,3868,28012,57126,35674,15426,16845,31891,52028,27211,9292,11745,2034,"Congressional District 19 (116th Congress), California",06,19,California,CA,94.8,0.4959029941,39.36666667,232442.0,257624.0,285534.13486375095
40,CA-20,70.4,23.2,739352,369153,35.1,28272,428821,14945,40200,7779,566,5066,65,368419,531783,194700,178827,115994,110310,78478,355523,162,75460,29901,89300,24901,0.4690,38.3,341741,39274,23740,27073,35719,13216,12059,30732,39346,27790,15655,4928,1560,"Congressional District 20 (116th Congress), California",06,20,California,CA,91.3,0.4959029941,39.36666667,238341.0,256538.0,276124.3153464993
41,CA-21,55.2,39.7,713625,337661,30.4,21147,510358,30157,28192,7915,156,1678,85,503831,500375,207026,214808,97351,164087,27071,292953,78,44561,21449,168017,3896,0.4373,37.5,263763,74321,13950,13343,27105,14294,4042,16351,27975,15515,13617,1199,914,"Congressional District 21 (116th Congress), California",06,21,California,CA,91.6,0.4959029941,39.36666667,119232.0,133544.0,149573.93934514225
42,CA-22,42.6,52.1,771095,393249,32.6,30868,523341,26578,62678,9579,941,4185,315,345698,626269,138714,221111,127883,80305,79056,354503,168,61951,29888,126045,16867,0.4657,37.7,331403,25646,18319,23555,36266,15267,16206,36098,52118,22765,23410,4433,1082,"Congressional District 22 (116th Congress), California",06,22,California,CA,93.7,0.4959029941,39.36666667,221278.0,240137.0,260603.30791583436
43,CA-23,36.1,58.1,747852,367239,34.7,39925,558772,44943,38586,7917,1678,5858,5,277411,631706,110229,201984,121197,93327,61485,325356,359,56995,26788,136434,13426,0.4837,39.0,297880,31843,21367,15172,27959,15810,12005,31950,38596,21501,24245,3855,1028,"Congressional District 23 (116th Congress), California",06,23,California,CA,92.6,0.4959029941,39.36666667,227297.0,244864.0,263788.6927500143
44,CA-24,56.7,36.5,738707,367470,36.1,37933,605269,14494,35385,8054,1447,3231,85,242430,592580,135377,150196,127434,69085,98442,355624,417,75025,30737,89610,26992,0.4762,36.6,344097,28512,25148,23668,30963,13727,15448,36931,41732,29862,17808,5416,1576,"Congressional District 24 (116th Congress), California",06,24,California,CA,90.8,0.4959029941,39.36666667,292406.0,312160.0,333248.51610432065
45,CA-25,50.3,43.6,716257,363585,37.1,28724,453617,52356,61896,4779,3205,4375,166,214031,562331,147220,184076,125711,71303,88965,341290,600,82243,34099,90258,25835,0.4480,41.9,323750,1796,21217,34041,34495,18809,23389,28100,40424,22087,15682,11443,1559,"Congressional District 25 (116th Congress), California",06,25,California,CA,94.5,0.4959029941,39.36666667,252249.0,273218.0,295930.1147834084
46,CA-26,57.9,36,728927,366713,37.9,34135,590235,14078,49488,4552,1067,1596,249,306899,559834,159781,169753,126524,78476,97232,367754,100,83594,32746,64734,28840,0.4516,40.3,354806,23149,20464,30754,36472,13942,23902,25791,40341,26276,17939,7415,1747,"Congressional District 26 (116th Congress), California",06,26,California,CA,90.8,0.4959029941,39.36666667,273647.0,292232.0,312079.2182044751
47,CA-27,66,28.4,705509,365682,41.4,17790,266686,28424,282449,2216,2461,1826,141,157908,421820,275935,138565,124815,72470,135673,354438,149,76515,32249,81421,30870,0.4941,41.7,343445,1134,13455,24499,32841,17835,27732,39709,44612,29367,16069,11029,1607,"Congressional District 27 (116th Congress), California",06,27,California,CA,95.1,0.4959029941,39.36666667,257970.0,264466.0,271125.5772221576
48,CA-28,72.1,22.3,709450,361437,40.5,14667,489020,15673,92452,3765,3506,2497,563,95856,422769,279007,108927,113579,57179,163950,408959,284,71213,35543,87778,40681,0.5339,40.1,389009,804,16030,21181,35618,16000,25923,31499,44916,31307,11271,40636,1614,"Congressional District 28 (116th Congress), California",06,28,California,CA,92.1,0.4959029941,39.36666667,266628.0,289254.0,313800.03794050135
49,CA-29,77.7,16.8,707741,352203,35.3,12811,389138,27739,56157,4958,3323,2170,508,321431,396471,303737,160306,97494,137637,76201,370714,144,55176,25110,113356,9446,0.4521,38.7,349788,2483,36055,32125,39832,19943,17087,22884,45244,28674,8460,14303,1422,"Congressional District 29 (116th Congress), California",06,29,California,CA,88.8,0.4959029941,39.36666667,167889.0,196196.0,229275.71440654242
50,CA-30,69.1,25.7,766513,390622,39.2,20652,475246,38904,105314,3759,2781,3158,1375,134565,500824,253980,148822,126117,61761,159916,433915,251,81437,36143,74030,37974,0.4879,40.0,410983,1498,20891,26505,38354,15940,33399,30532,57034,27091,9406,29172,1765,"Congressional District 30 (116th Congress), California",06,30,California,CA,93.0,0.4959029941,39.36666667,285226.0,302805.0,321467.4259183945
51,CA-31,57.7,36.6,751527,383449,33.4,26746,472619,76166,54119,3930,3904,8174,548,337787,589458,152632,197868,111417,89787,72014,356754,247,65319,28672,109223,16127,0.4467,38.0,334569,1904,25932,25852,41935,31817,17319,32033,48907,21489,18118,4420,1328,"Congressional District 31 (116th Congress), California",06,31,California,CA,91.8,0.4959029941,39.36666667,206242.0,228825.0,253880.78386070734
52,CA-32,66.6,27.7,716199,367939,37.0,17966,369379,19399,133003,9652,4071,1795,6,392415,461736,247460,161339,102884,110373,73134,369629,152,70814,26135,77624,11823,0.4212,39.7,350802,1674,23052,43126,36898,23663,17259,27576,52343,30603,12119,5740,1532,"Congressional District 32 (116th Congress), California",06,32,California,CA,92.5,0.4959029941,39.36666667,204169.0,220046.0,237157.6591745074
53,CA-33,67.8,26.5,704818,359428,40.8,25292,506075,29120,99123,2800,2404,3818,291,63173,529647,163234,133495,134058,19709,188453,374774,174,114080,56256,52595,77633,0.5361,40.4,363277,1101,12427,25881,25815,12335,36800,33872,42012,19983,9585,28981,2131,"Congressional District 33 (116th Congress), California",06,33,California,CA,96.2,0.4959029941,39.36666667,346504.0,353897.0,361447.73684863665
54,CA-34,83.6,10.7,748812,363895,35.3,13958,259995,44238,151348,9874,3616,3443,551,307743,400579,340452,138488,87045,163631,110688,408425,128,47993,23924,149949,14057,0.5037,36.4,385046,981,28054,30353,39089,18913,18505,25949,44780,46035,8945,17591,1225,"Congressional District 34 (116th Congress), California",06,34,California,CA,84.1,0.4959029941,39.36666667,153699.0,184601.0,221716.01117118524
55,CA-35,67.7,26.9,769589,387558,32.1,20003,341427,42948,57508,7224,1838,5228,58,471520,529931,231844,198391,109572,133635,63198,384944,339,66131,26334,104582,8682,0.3948,36.9,363411,1339,32141,35447,47196,49522,12969,23636,39784,30409,15501,3452,1357,"Congressional District 35 (116th Congress), California",06,35,California,CA,88.7,0.4959029941,39.36666667,161732.0,188611.0,219957.147138476
56,CA-36,52.2,43.4,752138,375058,44.3,43933,500142,34742,31560,7241,2376,2226,353,326018,590756,154813,146132,125582,90020,71466,333253,254,48230,25680,115825,15560,0.5217,41.9,306349,9198,24744,13398,42191,16637,14455,22089,42579,33355,12966,4294,1106,"Congressional District 36 (116th Congress), California",06,36,California,CA,92.7,0.4959029941,39.36666667,212939.0,237370.0,264604.02697486134
57,CA-37,85.7,9.6,738174,375381,35.4,16166,355343,153069,78857,6731,2036,3895,508,181129,487801,242475,141329,89128,105095,125743,406301,573,62038,31866,124781,28278,0.5155,37.3,389269,1025,21460,23573,36534,18856,22937,39064,45060,30814,9461,22663,1506,"Congressional District 37 (116th Congress), California",06,37,California,CA,89.8,0.4959029941,39.36666667,261858.0,276134.0,291188.3003612645
58,CA-38,67,27.4,716331,365019,37.3,20432,292100,26545,122674,5145,3399,2626,123,381400,494248,213412,159151,110385,91982,85957,359942,280,74622,30230,66139,15047,0.4199,39.6,344471,1241,21346,38155,38958,25935,18678,29012,49097,25247,14193,5685,1452,"Congressional District 38 (116th Congress), California",06,38,California,CA,92.4,0.4959029941,39.36666667,229875.0,248224.0,268037.6473126699
59,CA-39,51.5,42.9,726541,371870,38.4,20234,366507,19667,238123,5376,2271,3290,0,203591,481720,234491,158292,132077,52806,142997,381566,353,89695,35910,62043,31176,0.4504,40.6,365333,1661,19124,41180,40218,18028,30140,32805,44830,31166,13774,5855,1778,"Congressional District 39 (116th Congress), California",06,39,California,CA,93.5,0.4959029941,39.36666667,263530.0,272471.0,281715.34869274846
60,CA-40,82.2,12.8,716470,355738,32.3,7148,410493,32673,16858,4818,4372,1931,120,506279,417607,293084,194495,85748,183664,34816,360869,205,51725,22811,145015,4259,0.4140,37.8,334858,2595,30050,49995,40959,33214,9370,20337,36590,29544,7971,4425,1252,"Congressional District 40 (116th Congress), California",06,40,California,CA,85.3,0.4959029941,39.36666667,141918.0,164714.0,191171.67516453163
61,CA-41,61,33.1,775626,394549,31.0,21422,388905,69240,52523,4023,1345,5830,169,439293,573760,192990,207552,102188,106715,52433,368711,297,67606,26418,109222,10393,0.4218,36.6,350303,2461,34398,34345,43964,33423,13547,29849,41305,27632,14388,4057,1428,"Congressional District 41 (116th Congress), California",06,41,California,CA,89.0,0.4959029941,39.36666667,185429.0,206961.0,230993.2940424637
62,CA-42,41.4,53.4,826801,410338,34.8,40395,529560,51664,72564,5827,4392,5133,350,297498,654784,160578,231260,144370,65166,90502,391779,333,89086,32823,73925,24710,0.4257,40.0,372958,1978,35468,37766,45536,21141,20146,30925,43447,31577,18502,7496,1692,"Congressional District 42 (116th Congress), California",06,42,California,CA,93.6,0.4959029941,39.36666667,232520.0,268305.0,309597.33797092724
63,CA-43,78.4,16.7,753696,388398,35.8,20441,307860,160048,104116,4743,2344,4829,2042,252941,501682,242622,176843,97970,110182,99321,394329,203,64721,28615,106643,16873,0.4637,39.2,376831,759,20070,37249,37439,35856,18499,29326,44890,35115,10581,11967,1409,"Congressional District 43 (116th Congress), California",06,43,California,CA,89.9,0.4959029941,39.36666667,222219.0,234060.0,246531.95091328825
64,CA-44,83,12.3,725177,370460,32.7,15904,320876,111873,36898,4247,1598,2404,440,426530,487521,230409,201656,90164,152739,41894,333120,406,53711,24567,136196,8361,0.4504,37.9,308134,1372,25464,35927,34878,35117,10430,16290,38626,26159,10087,5632,1208,"Congressional District 44 (116th Congress), California",06,44,California,CA,88.8,0.4959029941,39.36666667,183586.0,197802.0,213118.81736080092
65,CA-45,49.8,44.4,797608,407166,39.5,25339,495939,12515,203292,2200,2972,3979,840,116373,549859,233115,171458,159178,37335,185981,419387,131,105917,45226,65163,54427,0.4710,41.8,405076,1897,15681,47194,40398,12413,42484,41049,45859,24712,12791,10579,2249,"Congressional District 45 (116th Congress), California",06,45,California,CA,95.6,0.4959029941,39.36666667,309399.0,325967.0,343422.1994544262
66,CA-46,66.3,27.9,735139,365222,32.7,16329,420031,16625,87238,4291,891,2907,44,447735,449091,274020,180674,99567,136844,70693,383150,289,68177,27400,111146,10218,0.4152,36.6,368246,3792,29501,45630,40093,16564,23009,22558,41077,36807,8161,4352,1613,"Congressional District 46 (116th Congress), California",06,46,California,CA,87.4,0.4959029941,39.36666667,155493.0,180750.0,210109.5386930601
67,CA-47,62.6,31,710853,360778,37.5,25285,363923,54180,164178,4766,2968,2856,337,202450,505241,198031,147459,104876,87713,108929,380539,92,69483,32301,91194,21244,0.4571,40.1,365283,2002,21205,42308,36340,23186,24929,30925,46538,29057,14151,8696,1462,"Congressional District 47 (116th Congress), California",06,47,California,CA,92.8,0.4959029941,39.36666667,245624.0,258320.0,271672.24049767124
