,CD_ID,Democrat,Republican,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020,Ticket_CD_Demo
65,CA-46,61.4,36.2,58,39,656732,333821,41.5,38856,433723,13831,124277,3700,2230,3248,223,104637,499438,150216,131850,119403,44412,120513,355449,34298,72787,33898,68496,24230,0.4707,42.0,321151,650,13733,38032,35815,13580,28464,27958,35741,22947,10613,7150,1450,"Congressional District 46 (112th Congress), California",06,46,California,CA,86.9,0.459,49.05835157,155493.0,180750.0,210109.5386930601,95472.70199999999
66,CA-47,60,37.5,58,39,637759,315621,30.3,12966,336459,10936,111369,3245,1318,2148,0,395720,330862,302863,183258,81315,151063,41267,315395,36073,49013,20395,136989,2396,0.4064,37.6,279322,2640,22644,50743,32755,8596,12969,14815,26428,29655,6425,3556,1235,"Congressional District 47 (112th Congress), California",06,47,California,CA,70.2,0.459,49.05835157,245624.0,258320.0,271672.24049767124,147374.4
67,CA-48,43,54.7,46,51,736274,376099,38.7,34364,505293,8855,147509,2075,1904,2751,504,96407,537649,190139,166114,143860,31350,167028,393341,31387,86397,40881,67456,40895,0.4659,41.8,361954,1836,12034,45093,38919,7293,43133,30752,42786,22920,9512,9658,1704,"Congressional District 48 (112th Congress), California",06,48,California,CA,88.5,0.459,49.05835157,309496.0,317328.0,325358.1939152687,133083.28
68,CA-49,45.7,52.2,49,48,812538,398519,32.4,60930,559932,35618,41504,11568,1220,6262,293,281678,655057,147729,218888,141614,88253,66706,356114,49311,52073,24948,124056,6125,0.4285,38.9,306803,6963,23390,30151,39594,13822,17808,26604,34883,22136,16186,5224,1280,"Congressional District 49 (112th Congress), California",06,49,California,CA,80.2,0.459,49.05835157,294468.0,314011.0,334851.01308461366,134571.87600000002
69,CA-50,37.6,60.4,39,58,774700,387007,38.3,47002,576514,16147,116240,3146,818,3467,103,146603,585679,176296,186141,146474,62988,138046,382352,31539,72709,32311,95709,27699,0.4772,41.5,350813,6681,13689,41955,42065,8250,24627,31273,40588,24968,14567,8481,1395,"Congressional District 50 (112th Congress), California",06,50,California,CA,86.7,0.459,49.05835157,273289.0,292878.0,313871.1140367889,102756.664
70,CA-51,69.4,28.9,65,32,774308,393130,32.6,47493,468667,57596,97762,7082,1229,5887,140,459740,490322,266130,210816,113643,124282,63450,353728,54073,49910,21999,130760,3968,0.4302,39.3,299655,7922,17520,24351,36773,13080,13817,26826,44964,23417,29193,5293,1002,"Congressional District 51 (112th Congress), California",06,51,California,CA,79.0,0.459,49.05835157,166684.0,205437.0,253199.83303136475,115678.69600000001
71,CA-52,52.1,45.7,55,43,671425,344433,38.0,65566,533905,26919,45915,5388,1366,5086,376,109166,551657,109871,155668,124987,45727,94188,339453,35343,66368,31587,76340,15671,0.4324,41.5,304110,1975,20229,26055,32775,12965,22224,26690,41413,18856,23443,6318,1264,"Congressional District 52 (112th Congress), California",06,52,California,CA,86.3,0.459,49.05835157,314748.0,329258.0,344436.91640296363,163983.708
72,CA-53,61.4,36.4,61,36,665515,319857,31.5,49920,463503,48099,63682,3488,1100,4964,231,202592,496913,158077,125467,80042,67573,104174,356697,40328,50736,26317,143030,10478,0.4756,33.7,316369,983,12822,22057,32739,11628,23451,35732,32534,35686,18458,5855,1175,"Congressional District 53 (112th Congress), California",06,53,California,CA,77.9,0.459,49.05835157,284333.0,310373.0,338797.8149880598,174580.462
73,CO-01,69,28.8,70.9,27.6,680107,339891,33.8,38676,491425,64023,24525,8610,1306,3817,609,176846,561399,110141,147393,98001,64912,117927,387616,36452,46950,28814,122509,15855,0.5127,36.2,351164,3327,22972,18162,33673,15447,28228,30172,41543,32507,15273,11316,842,"Congressional District 1 (112th Congress), Colorado",08,01,Colorado,CO,82.7,0.517,49.05835157,368798.0,402453.0,439179.21791604074,254470.62
74,CO-02,57.9,39.5,61.2,37.2,740269,365169,34.6,45464,646663,8901,27919,4004,1346,3075,0,117051,653932,76006,173865,140143,36928,130690,430116,38777,62593,30951,95202,17477,0.4476,39.2,391339,6828,26821,29957,47871,17993,24265,36242,40636,33187,16733,12364,1063,"Congressional District 2 (112th Congress), Colorado",08,02,Colorado,CO,86.1,0.517,49.05835157,440652.0,471464.0,504430.4877681254,255137.508
75,CO-03,45.8,51.8,48.4,49.9,705110,350299,39.6,63027,623223,6295,4990,16797,348,2822,209,121744,662590,35013,162253,141321,55598,88583,355387,37579,45847,23378,102024,7845,0.4615,41.1,317808,20123,27795,16938,37721,14875,18665,27078,42707,28279,17112,6804,799,"Congressional District 3 (112th Congress), Colorado",08,03,Colorado,CO,82.8,0.517,49.05835157,358045.0,377176.0,397329.2043625801,163984.61
76,CO-04,39.2,58.5,41.9,56.4,740121,365866,35.9,55545,669507,8950,13233,6904,248,923,9,129675,674360,60918,173282,148272,55224,95527,385720,32033,51434,25425,107768,8521,0.4372,39.7,353687,19699,26905,37221,39826,14164,16168,38046,41041,23971,14452,7129,853,"Congressional District 4 (112th Congress), Colorado",08,04,Colorado,CO,85.2,0.517,49.05835157,357971.2251963015,402201.0,451895.6637151274,140324.7202769502
77,CO-05,38.3,59.1,39.7,58.8,738236,363598,35.8,98111,611129,41407,18356,5233,1534,7374,213,68203,666063,49874,180827,148454,33302,97765,356463,39226,53486,27340,90928,9624,0.4514,40.4,317237,4027,20130,19883,35982,12448,19886,30233,41301,25349,26560,9286,873,"Congressional District 5 (112th Congress), Colorado",08,05,Colorado,CO,85.9,0.517,49.05835157,339143.0,371829.0,407665.2186275406,129891.76899999999
78,CO-06,51.6,46.5,53.6,44.9,816759,414238,39.3,60823,718557,26112,30800,3706,803,3341,233,56429,742856,62351,218601,180279,19554,172984,457535,31939,81193,39819,51527,27332,0.4211,43.3,425596,4831,23940,29104,46885,17998,48452,31565,44493,26491,22301,20266,1148,"Congressional District 6 (112th Congress), Colorado",08,06,Colorado,CO,90.6,0.517,49.05835157,354988.7748036985,380526.0,407900.3251752719,183174.20779870846
79,CO-07,56.1,41.3,57.4,40.7,696194,348599,35.0,50108,557683,47555,23937,6423,249,3895,1327,159889,589642,100457,172356,114086,65767,86383,374826,39238,51751,27772,104237,6632,0.4160,38.9,335588,3923,28686,21199,44079,25252,21414,23418,37283,27648,17641,9067,870,"Congressional District 7 (112th Congress), Colorado",08,07,Colorado,CO,79.6,0.517,49.05835157,349920.0,374571.0,400958.60208333336,196305.12
80,CT-01,63.3,35.6,65.8,32.9,712871,371116,40.5,44803,516847,102310,34360,1743,1037,69841,4702,9136,567413,112350,154872,127646,62263,94144,392174,43131,60241,30745,88960,14879,0.4594,41.5,349043,641,17399,35734,39094,16104,40232,34551,56547,25397,15974,6761,949,"Congressional District 1 (112th Congress), Connecticut",09,01,Connecticut,CT,91.3,0.459,49.05835157,317495.553462439,328774.0,340453.0926408321,200974.68534172385
81,CT-02,55.9,42.6,58.6,40,725192,361487,41.2,62204,634309,30245,22012,1628,2654,29490,2146,6191,659060,49447,152757,146499,40221,92160,390893,34868,69641,31938,56316,15191,0.4274,42.6,356025,2216,18018,49903,41954,13959,25603,39457,51349,19641,14527,6267,968,"Congressional District 2 (112th Congress), Connecticut",09,02,Connecticut,CT,93.4,0.459,49.05835157,317687.0,340758.0,365504.45741878013,177587.033
82,CT-03,62.6,36.3,62.6,36.2,714225,371377,39.4,47095,542290,93133,28292,755,2108,53230,5536,12343,604267,88634,151855,122436,50460,84500,395661,46955,61012,30391,80586,14748,0.4478,41.2,348706,1369,17650,39317,36516,15677,22398,50647,62123,20064,15320,7968,1068,"Congressional District 3 (112th Congress), Connecticut",09,03,Connecticut,CT,91.8,0.459,49.05835157,305600.032255908,321837.0,338936.6611135152,191305.62019219843
83,CT-04,55.1,44,59.6,39.7,719739,369797,39.3,29840,533051,87114,36187,1262,2237,49863,6528,13083,550619,141237,180673,132134,55087,130000,381889,41271,79535,34574,68833,47629,0.5508,42.7,340618,515,20892,24645,33249,10655,46523,29399,46408,16543,8285,10211,1236,"Congressional District 4 (112th Congress), Connecticut",09,04,Connecticut,CT,89.2,0.459,49.05835157,310284.414281653,328198.0,347145.78704628506,170966.71226919082
84,CT-05,53.5,45.3,56.4,42.4,708682,363137,40.9,42045,560674,46881,20230,2093,1499,68879,4554,12178,590756,86655,163463,131584,58663,99299,388869,40767,63301,30680,83161,19704,0.4719,43.3,348102,2459,23671,39646,41418,11894,26315,37139,56591,18980,11952,7541,942,"Congressional District 5 (112th Congress), Connecticut",09,05,Connecticut,CT,90.5,0.459,49.05835157,307553.0,322737.0,338670.63943125255,164540.855
85,DE-AL,58.6,40,61.9,36.9,907135,467217,39.1,77885,636680,193899,29930,2794,2715,24296,1626,29739,814728,76362,204625,161755,79516,104599,461640,41275,58814,29766,104831,15387,0.4404,41.1,420365,4995,27060,42589,48632,19087,37559,38354,63884,29416,24115,9601,960,"Congressional District (at Large) (112th Congress), Delaware",10,AL,Delaware,DE,90.6,0.49,49.05835157,413890.0,441590.0,471143.85005677835,242539.54
86,FL-01,30.1,68.5,32,66.8,699207,348115,38.2,84561,542468,95314,16466,4190,4824,11060,1000,11582,645326,38189,154489,125262,56578,69711,329681,34753,44244,23265,107477,7757,0.4457,39.6,294928,3597,21969,14366,39429,16184,17327,19957,42143,30250,26391,5479,890,"Congressional District 1 (112th Congress), Florida",12,01,Florida,FL,82.6,0.422,49.05835157,353881.7457627119,380100.0206185567,408260.7464333655,106518.4054745763
87,FL-02,34,64.6,35.2,63.4,744899,373751,36.7,67500,530189,167435,13532,2875,5550,11140,1082,16284,688810,42888,149510,125576,63653,83315,362874,42224,43097,23328,136143,7670,0.4749,39.1,320650,4397,20614,14086,36880,12700,19084,37570,38116,27744,39117,6642,871,"Congressional District 2 (112th Congress), Florida",12,02,Florida,FL,83.3,0.422,49.05835157,341282.8563316946,354948.027654088,369160.36067477916,116036.17115277617
88,FL-03,41.9,56.6,44.2,54.6,666695,340727,34.0,44755,249719,358016,13286,2799,5709,29059,4080,19330,560231,87184,167248,77122,84164,41239,322558,56933,31376,18526,186746,2563,0.4689,38.8,265625,2849,17561,17690,31277,19206,18138,21238,34574,33297,11693,4842,805,"Congressional District 3 (112th Congress), Florida",12,03,Florida,FL,76.2,0.422,49.05835157,328511.9878688739,351688.0,376499.04390511574,137646.52291705817
89,FL-04,32.8,66.1,34.8,64.2,742076,369830,38.5,81191,571259,112002,30623,2221,8142,13070,2136,13484,654752,68746,157807,135179,64912,95787,380364,44061,50565,27576,91051,10614,0.4515,41.1,336303,3183,18998,19092,40841,19573,36020,26064,42239,27165,23307,4301,946,"Congressional District 4 (112th Congress), Florida",12,04,Florida,FL,82.9,0.422,49.05835157,349659.7903743859,421617.7094494508,508384.1431440248,114688.41124279857
90,FL-05,63.6,35.4,63.2,35.9,958669,485201,46.9,114343,846560,63764,12058,3636,12987,47457,2622,27816,873888,60762,189155,206515,91752,88711,396014,57673,43680,22701,142201,4769,0.4293,42.9,338341,4907,24637,18366,51279,20106,20009,30082,44854,25990,14819,10316,859,"Congressional District 5 (112th Congress), Florida",12,05,Florida,FL,85.4,0.422,49.05835157,276024.6233229965,312070.5844126042,352823.77522408025,175551.66043342574
91,FL-06,46.6,52.2,50.1,48.7,822600,423552,38.8,93911,638199,122133,23538,2486,13725,27343,4363,17977,731729,68436,172458,154432,63932,76800,375348,43617,44282,22645,130298,6732,0.4401,39.5,331731,3560,20234,16779,42812,16682,22618,36576,50961,33750,18869,6474,887,"Congressional District 6 (112th Congress), Florida",12,06,Florida,FL,84.3,0.422,49.05835157,362481.0,379804.1320196614,397955.14440538513,168916.146
92,FL-07,49.4,49.4,51.1,48,821830,420732,43.1,78698,672733,85882,18980,2753,10874,43752,3621,14363,719054,74702,175725,152804,62603,102649,387027,42271,47178,24249,122821,11530,0.4911,43.4,344756,2691,18554,21699,49916,14495,32179,27185,50467,28161,15251,7693,946,"Congressional District 7 (112th Congress), Florida",12,07,Florida,FL,83.3,0.422,49.05835157,332060.6245415966,363186.0,397228.8818588204,164037.94852354872
93,FL-08,42.1,56.6,43.8,54.9,815476,418014,37.6,53861,625490,81460,46831,1717,17524,107713,9611,31345,604201,145286,177169,139964,68010,106907,431685,48638,45033,23058,137268,11550,0.4832,40.3,383047,2151,20594,18301,47841,18176,23743,29214,43446,53390,9754,9756,961,"Congressional District 8 (112th Congress), Florida",12,08,Florida,FL,78.8,0.422,49.05835157,363051.0,401911.0,444930.46960619855,152844.471
94,FL-09,55.6,43.4,54.6,44.5,768718,395088,43.3,72442,659259,45999,23334,3666,10230,31555,2834,31475,654382,92737,166310,153282,59249,95992,358600,37995,47046,25810,112450,13686,0.4896,43.2,320605,4138,17114,17190,43096,13379,32098,23372,45916,20354,12144,7401,945,"Congressional District 9 (112th Congress), Florida",12,09,Florida,FL,84.1,0.422,49.05835157,274612.5434213815,356530.0,462883.59343057906,152684.57414228813
95,FL-10,60.7,38.4,60.9,38.5,624011,324032,47.0,66804,543230,35675,22340,1154,5986,17488,1265,10486,539953,69885,101744,108368,49867,84333,321617,35930,44314,25513,78516,8242,0.4750,44.1,285687,1105,13501,22670,33152,11971,29191,18169,43378,26581,12038,5014,915,"Congressional District 10 (112th Congress), Florida",12,10,Florida,FL,81.4,0.422,49.05835157,327036.7625013285,315611.0,304584.4221277581,198511.3148383064
96,FL-11,39.8,59.2,42.6,56.1,690906,351567,36.0,48799,424820,196161,21693,5793,53010,61080,5355,23302,535233,118998,151147,93327,79834,71029,351037,50430,36328,21347,166326,6263,0.5064,38.8,300607,1564,15118,16414,36795,13630,29617,23722,42732,30008,11143,6122,863,"Congressional District 11 (112th Congress), Florida",12,11,Florida,FL,77.5,0.422,49.05835157,356381.9117950951,410997.5722487179,473983.1029680921,141840.00089444782
97,FL-12,45.5,53,47.4,51.2,846004,434372,38.3,74314,636803,137417,14866,2150,19436,58273,6677,76830,706925,103201,201124,146837,94577,77847,383324,44269,42338,22312,151079,3621,0.4201,40.5,339055,12697,24802,17443,46574,14906,27999,27911,40257,28989,15872,6146,857,"Congressional District 12 (112th Congress), Florida",12,12,Florida,FL,80.0,0.422,49.05835157,342626.0,380357.2422552423,422243.588449251,155894.83
98,FL-13,54.6,43.9,55.5,43,764425,394453,49.9,86504,676466,40412,10646,1832,8874,9842,3313,52778,655748,99809,137747,162015,64037,94508,333429,37819,44754,24878,106790,10598,0.4579,44.4,295610,8039,19595,15298,43317,11357,23830,19550,45828,26410,11945,5529,917,"Congressional District 13 (112th Congress), Florida",12,13,Florida,FL,81.1,0.422,49.05835157,341397.0,360760.0,381221.2104968702,186402.762
99,FL-14,57.6,41.2,58.1,40.9,875767,447213,49.1,94566,752932,58965,14181,4112,32271,31437,3209,45737,722799,134372,156348,176536,73944,114725,388921,50504,47217,24434,120980,16333,0.5028,43.4,338417,5239,31251,10896,46171,13774,26355,25722,42275,34555,14234,4213,896,"Congressional District 14 (112th Congress), Florida",12,14,Florida,FL,79.6,0.422,49.05835157,293992.0,330432.7450945362,371390.3746724766,169339.392
100,FL-15,46.6,52.2,46.7,52.1,843723,431898,42.8,88754,694846,79389,17581,1678,14551,93053,9984,22551,681992,106226,182757,153462,72684,90444,401633,53127,43838,23074,110714,9015,0.4573,42.5,348506,1610,19624,22736,49653,17247,16574,25052,42774,34998,19749,4135,901,"Congressional District 15 (112th Congress), Florida",12,15,Florida,FL,80.6,0.422,49.05835157,303053.3297503929,334517.9662471424,369249.43155810755,141222.8516636831
101,FL-16,45.1,53.7,47.7,51.2,794835,402745,46.9,80600,654200,74097,13750,2171,17870,22658,5120,53178,677579,100793,156462,160109,78797,81834,351827,48111,44194,22555,126269,10502,0.4944,44.3,303716,9347,22900,15830,47031,16302,16495,22939,45440,23108,15262,4364,925,"Congressional District 16 (112th Congress), Florida",12,16,Florida,FL,80.8,0.422,49.05835157,358794.6722193874,396807.0,438846.525437598,161816.3971709437
102,FL-17,41.3,57.6,43.9,54.7,661558,347643,34.9,20490,228604,390715,12215,901,43346,25723,15411,9934,395663,247980,158189,74112,96315,46771,331524,56150,34170,18300,169840,2105,0.4588,40.7,275374,612,13566,12752,40567,18080,16105,21887,42016,28724,13028,4425,902,"Congressional District 17 (112th Congress), Florida",12,17,Florida,FL,67.0,0.422,49.05835157,297209.1521101554,353861.0,421311.41128046514,122747.37982149416
103,FL-18,47.7,51.4,51.2,47.9,727502,363615,39.7,22793,610551,60519,11014,2076,265316,22879,14867,16748,320656,384389,133331,104760,116240,91601,385629,43458,40010,20457,146324,15784,0.5753,40.1,342171,2709,25658,13944,40572,22766,25802,23792,39971,40375,12100,6323,1022,"Congressional District 18 (112th Congress), Florida",12,18,Florida,FL,69.9,0.422,49.05835157,342845.0,382474.0,426683.66368475556,163537.06500000003
104,FL-19,38.7,60.5,42.3,56.8,760894,398243,45.4,64731,612529,96696,19330,2067,20342,24291,8467,22538,550774,192101,151180,144676,56077,114743,359350,40546,45737,24838,103976,11328,0.4866,42.5,318804,1807,20668,12147,44450,15225,26218,24828,39820,26021,12749,6965,1134,"Congressional District 19 (112th Congress), Florida",12,19,Florida,FL,80.6,0.422,49.05835157,320680.818734259,381158.1516754908,453040.9307363905,124103.47685015824
105,FL-20,82.5,17.1,80.9,18.6,700307,361959,40.8,33723,536637,91673,23459,1678,48762,29821,11568,13113,449880,231393,151105,119523,49722,105769,380885,43476,52713,27674,87824,16433,0.5063,42.6,337409,694,18923,17223,38441,15928,31587,28215,44285,28348,13654,9455,1207,"Congressional District 20 (112th Congress), Florida",12,20,Florida,FL,79.5,0.422,49.05835157,262252.0458094086,288811.4516042913,318060.6439897804,216357.93779276207
106,FL-21,60.4,38.9,63.4,35.9,701854,363471,39.8,13682,604034,53680,19596,2124,341816,28710,17379,8907,283062,398942,147718,109351,97246,83636,368455,45432,43127,20358,123632,7815,0.4730,41.9,323023,1390,18366,19260,49909,23680,19119,26970,40832,21215,10574,7690,1110,"Congressional District 21 (112th Congress), Florida",12,21,Florida,FL,71.2,0.422,49.05835157,323843.1804014886,351661.0,381868.34370785335,195601.28096249912
107,FL-22,56.3,43,58.3,41,695449,354124,46.0,57411,608637,48135,17983,1209,29790,18870,2534,13616,545592,134417,122481,127229,43181,127668,372317,35725,57929,30994,75955,22348,0.5084,44.2,336592,963,21833,19155,42721,13491,29550,28378,38665,28087,14745,7680,1190,"Congressional District 22 (112th Congress), Florida",12,22,Florida,FL,83.3,0.422,49.05835157,327763.0981330292,356482.2192752929,387717.75524241664,184530.62424889542
108,FL-23,61.4,38,62,37.3,689070,352117,34.3,28269,252623,391140,12040,2699,16921,18764,7151,31862,473224,201836,169484,75516,107652,50927,346850,61831,34974,18481,187957,3006,0.4587,39.3,285019,4065,17162,12040,40302,11605,16439,24025,40899,30429,12889,5896,937,"Congressional District 23 (112th Congress), Florida",12,23,Florida,FL,69.3,0.422,49.05835157,286661.6967069434,337781.8570833147,398018.2364276407,176010.28177806325
109,FL-24,85.7,13.9,84,15.6,789790,401655,39.8,73874,651166,66177,22845,3211,12399,61613,11727,17883,669237,80206,159251,140902,52169,98935,399876,44557,49434,25253,101263,9838,0.4523,41.2,355319,1722,21422,23259,47247,19697,25390,35686,45525,29054,17015,7297,999,"Congressional District 24 (112th Congress), Florida",12,24,Florida,FL,82.1,0.422,49.05835157,260480.5581445963,265174.4413011601,269952.9086556556,223231.83832991903
110,FL-25,44.9,54.5,40.6,58.8,851277,432276,36.6,24906,711943,93772,10977,2218,295125,37077,22634,53576,401066,419149,205011,126196,120607,94899,428929,48326,50221,21545,149556,5593,0.4341,42.1,380603,8696,23785,16958,55332,28685,24795,27756,50876,32292,15708,6842,1117,"Congressional District 25 (112th Congress), Florida",12,25,Florida,FL,69.5,0.422,49.05835157,237268.6020702749,264353.4745779099,294530.16080364306,106533.60232955343
111,GA-01,43,55.9,44.4,55,735383,366788,35.6,73212,501617,184997,9759,2047,1342,6886,1116,35336,684762,36882,179014,132082,81127,59241,321618,36071,40566,22192,150559,4926,0.4522,39.0,285547,6483,18584,29999,40242,16213,11690,21327,36858,23456,29627,3407,746,"Congressional District 1 (112th Congress), Georgia",13,01,Georgia,GA,77.9,0.406,49.05835157,260147.779441922,269568.0,279329.33650207415,111863.54516002646
112,GA-02,58.6,40.8,57.9,41.6,632258,319149,35.5,47447,293234,306359,5708,747,1002,2934,192,19153,603302,22915,154215,91381,91981,30596,261437,39235,31239,18039,170008,2311,0.4744,39.4,222202,9009,12608,26347,25225,10771,11498,24277,30606,17216,16869,3822,653,"Congressional District 2 (112th Congress), Georgia",13,02,Georgia,GA,78.8,0.406,49.05835157,262837.18027758,248103.0979649765,234194.97635308251,154022.58764266188
113,GA-03,33,65.9,34,65.3,829671,427893,37.9,68632,578353,207485,16895,1013,1497,6732,243,26476,773829,45092,218286,165756,74314,89717,399015,48417,52832,25564,133948,9618,0.4425,42.5,350598,2326,18882,45842,45602,32000,20807,35101,36969,21254,20273,6890,870,"Congressional District 3 (112th Congress), Georgia",13,03,Georgia,GA,85.1,0.406,49.05835157,296218.346522379,311864.8818232678,328337.8820268072,97752.05435238508
114,GA-04,73.6,25.6,73.2,26.3,685281,351285,32.9,35804,196507,374049,36628,2123,3077,1838,3202,73537,529738,147783,178957,89355,73748,87549,362913,55745,44534,23207,149575,4721,0.4475,39.4,307168,564,25167,25349,33007,20037,17371,27288,33811,27235,17434,9001,920,"Congressional District 4 (112th Congress), Georgia",13,04,Georgia,GA,72.0,0.406,49.05835157,296932.571548743,298663.0,300403.5128371137,218542.37265987482
115,GA-05,83.1,15.8,84.4,15,644292,328424,33.5,27874,270161,323134,24156,1419,1577,3675,230,39974,569416,64241,126413,67441,52462,122233,349130,44976,45495,25741,145458,20087,0.5736,36.1,304154,405,11342,12567,29167,19780,21963,35424,30714,29643,12001,11862,901,"Congressional District 5 (112th Congress), Georgia",13,05,Georgia,GA,78.9,0.406,49.05835157,290358.993205816,305753.7620161501,321964.75802202226,241288.32335403308
116,GA-06,37.5,60.8,40.1,59,780376,396152,37.4,46119,601618,84931,59755,1576,5221,7428,994,33248,650458,117414,203813,163475,36211,181625,424064,33134,73602,36254,66973,29751,0.4644,41.9,390930,2591,17210,31014,48293,14579,40139,32689,37342,29433,9542,15857,987,"Congressional District 6 (112th Congress), Georgia",13,06,Georgia,GA,86.5,0.406,49.05835157,307096.375001957,331245.9367514504,357294.58093944174,115161.14062573388
117,GA-07,38.3,60.2,39.1,60.1,916989,467272,35.5,47330,542622,211877,83189,3675,3719,15527,3315,59650,726074,167518,259086,172693,76636,133553,471013,51756,59144,29148,123839,11668,0.4326,42.2,419257,1530,28878,34916,53722,18868,28700,33443,46897,26412,14418,13461,987,"Congressional District 7 (112th Congress), Georgia",13,07,Georgia,GA,81.5,0.406,49.05835157,263741.936759762,294972.0,329900.0600850768,101013.16177898884
118,GA-08,37.5,61.6,37.8,61.6,713489,369084,36.5,58665,426987,249477,8351,1403,1435,2678,84,24007,676465,32168,179517,123833,88077,52210,321058,38816,39107,22154,143096,3210,0.4586,40.8,282242,6029,19964,29707,31816,15962,17720,28112,38474,18380,25893,3798,707,"Congressional District 8 (112th Congress), Georgia",13,08,Georgia,GA,82.1,0.406,49.05835157,265962.967368962,265514.0202117557,265065.83088016685,99736.11276336075
119,GA-09,20.5,78.1,24.3,74.7,836056,418152,37.7,55511,753297,34164,11136,2465,1698,2884,532,79795,759879,70539,216721,158486,109494,75006,394669,51359,45548,22092,131177,7127,0.4490,41.0,343310,4307,25702,65338,43769,16830,21282,24963,31426,25185,11981,7879,740,"Congressional District 9 (112th Congress), Georgia",13,09,Georgia,GA,79.9,0.406,49.05835157,265550.941249692,297215.1855029423,332655.0682811819,54437.94295618686
120,GA-10,36.3,62.5,38.8,60.4,742206,379302,36.1,57373,551044,150873,16914,1296,808,3835,479,30513,696272,38822,171556,132491,75646,70481,337330,31049,41809,22066,147991,6536,0.4699,39.8,306281,6370,20812,38949,38090,12269,13442,42367,35907,22764,15454,4553,745,"Congressional District 10 (112th Congress), Georgia",13,10,Georgia,GA,83.7,0.406,49.05835157,294851.083496994,315073.3547353859,336682.56425187056,107030.94330940882
121,GA-11,31.5,66.9,34.7,64.3,788188,396254,36.3,57582,607539,134919,9739,4258,2067,6808,9,37739,720763,59096,200878,153335,71166,84405,405020,49490,50229,24483,127905,7458,0.4426,40.4,355530,2380,26725,44929,43567,19665,18004,35662,38507,28029,13496,8201,815,"Congressional District 11 (112th Congress), Georgia",13,11,Georgia,GA,81.1,0.406,49.05835157,300276.343849395,329614.8182257478,361819.8057203089,94587.04831255943
122,GA-12,43.6,55.4,43.9,55.6,704835,362360,33.4,55007,364791,307187,9628,984,1266,6170,32,21596,665367,31203,171968,102660,81118,49880,306692,33087,36340,20480,169225,3764,0.4746,38.6,273605,5805,17799,31178,37046,16443,8405,27907,39751,23928,18527,4271,747,"Congressional District 12 (112th Congress), Georgia",13,12,Georgia,GA,79.1,0.406,49.05835157,268283.110876454,267674.4597616718,267067.1894873693,116971.43634213394
123,GA-13,69.2,30,67.1,32.3,806186,424099,33.2,56035,274191,452475,30983,1974,4583,6926,2051,59502,684868,109248,227645,114710,77352,83152,420372,67420,43537,24549,167989,5467,0.4502,39.3,352952,1860,22590,28458,40141,35903,21491,31655,37937,26090,20629,9502,875,"Congressional District 13 (112th Congress), Georgia",13,13,Georgia,GA,76.9,0.406,49.05835157,292879.55049513,301238.4830066517,309835.9837371359,202672.64894262998
124,HI-01,69.7,29,70.3,28.3,667617,336437,39.1,52942,116245,14826,345004,1001,356,18301,583,12888,487030,155160,136004,108646,46705,99955,340098,20096,64870,31032,61049,11886,0.4222,40.3,320002,1626,17170,12021,39703,16120,22355,31772,35093,45358,33633,5697,1332,"Congressional District 1 (112th Congress), Hawaii",15,01,Hawaii,HI,94.3,0.403,49.05835157,216671.0,209300.0,202179.7564048719,151019.687
125,HI-02,71.4,26.7,73.4,24.9,707193,349773,37.8,56276,227107,11455,178820,2941,1369,25533,261,21606,602719,90931,168353,120995,41683,80276,341701,32180,58844,27291,100241,8820,0.4364,41.4,309521,8300,24899,7446,35682,18806,14184,31226,33951,43806,23140,4547,1273,"Congressional District 2 (112th Congress), Hawaii",15,02,Hawaii,HI,91.6,0.403,49.05835157,218026.0,219637.0,221259.9037224918,155670.564
126,IA-01,56.2,42.5,58.5,40.4,597898,304570,39.1,45723,544886,29216,7876,1635,905,979,154,14434,579161,16005,136560,120659,37089,66310,320039,20209,48204,25723,72530,5694,0.4281,40.9,299830,9840,19109,51075,38107,12318,15176,29880,42428,19654,9424,5411,627,"Congressional District 1 (112th Congress), Iowa",19,01,Iowa,IA,90.9,0.507,49.05835157,401501.0,390934.0,380645.1101142961,225643.56200000003
127,IA-02,55.8,42.7,57.1,41.6,626228,316274,36.8,47261,565763,18999,14466,1545,228,1552,11,22456,594601,28295,144185,121170,34881,75319,338918,20652,50095,26687,88676,6573,0.4374,39.5,318266,7413,16982,53540,35163,14524,18462,34558,46883,22102,9275,6453,659,"Congressional District 2 (112th Congress), Iowa",19,02,Iowa,IA,90.5,0.507,49.05835157,394310.0,379959.0,366130.3078314017,220024.98
