,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,CD_ID
352,533289,272694,38.7,197490,434108,23988,17030,3056,1074,14648,25896,4071,460964,62721,121234,96785,53943,66088,17079,109,57626,27403,57425,7386,0.443,40.7,44571,62493,55741,59893,71750,63147,51493,64833,23357,38689,36803,56476,5.5,"Congressional District 2, Rhode Island (111th Congress)",44,02,Rhode Island,RI,RI-02
353,802776,412262,37.0,289335,597319,163389,13168,2803,694,3598,142,19640,750509,43241,183524,153385,64032,101088,21557,1054,48952,25828,102407,10331,0.455,38.7,36174,49821,45760,48267,60980,48118,39045,37481,19552,31797,29941,38932,5.6,"Congressional District 1, South Carolina (111th Congress)",45,01,South Carolina,SC,SC-01
354,770269,393001,36.4,266327,523418,207075,11033,2105,632,5743,459,23253,718590,41096,188877,150286,61556,100590,23995,3766,51334,27068,86638,9954,0.45,39.2,38631,51434,47027,49388,65386,49783,39058,37964,20221,33973,31414,41894,5.8,"Congressional District 2, South Carolina (111th Congress)",45,02,South Carolina,SC,SC-02
355,700665,358302,38.9,259250,535888,138540,5053,1380,726,1902,82,16069,673496,22795,161748,141543,94962,60061,21102,16,41543,21133,112580,4620,0.452,40.1,35150,48953,43511,47845,67139,47851,37836,34694,17997,30641,29656,40951,5.5,"Congressional District 3, South Carolina (111th Congress)",45,03,South Carolina,SC,SC-03
356,740763,378453,37.2,268122,558483,143701,13613,1382,900,2939,252,27415,685472,48837,182265,142801,93154,81087,21064,0,44442,23042,101584,7344,0.46,39.6,37159,53397,49285,50723,69935,49346,38460,37273,18469,32383,30041,39692,5.6,"Congressional District 4, South Carolina (111th Congress)",45,04,South Carolina,SC,SC-04
357,735885,378691,37.5,260089,479354,228095,5516,4137,676,2334,191,15159,708852,22266,184830,133645,107969,57283,20482,110,40419,21807,125594,4278,0.451,40.3,34206,48947,44156,46405,58439,53038,40066,35455,17804,30232,28819,38459,5.6,"Congressional District 5, South Carolina (111th Congress)",45,05,South Carolina,SC,SC-05
358,666509,345521,36.0,236120,282991,365055,4875,2018,207,2232,60,9688,646655,15746,160100,98042,97393,45715,24993,24,33184,17879,147752,2602,0.468,39.2,30686,42050,37059,40782,57902,47647,31558,34469,17898,28222,27978,38585,5.5,"Congressional District 6, South Carolina (111th Congress)",45,06,South Carolina,SC,SC-06
359,796513,399134,37.0,294009,693239,7547,6931,66667,134,1307,13,13175,774333,17891,196399,163050,57345,90520,25114,70,44828,23441,103752,6384,0.439,39.8,32996,41371,40856,40418,52360,43993,31734,39429,18999,29776,27455,34266,5.8,"Congressional District (at Large), South Dakota (111th Congress)",46,AL,South Dakota,SD,SD-AL
360,667197,340409,40.5,252832,634412,15081,3509,1780,332,1087,87,12598,647961,16445,142682,143738,101857,51109,17327,42,37054,19648,115888,4400,0.45,40.0,31794,44728,43888,42967,60151,57045,31175,33929,16871,27572,26164,39239,5.5,"Congressional District 1, Tennessee (111th Congress)",47,01,Tennessee,TN,TN-01
361,705004,362121,38.6,261760,634404,45081,8765,1480,737,1479,15,10317,678355,22369,156256,146413,71340,80297,20959,31,45453,22986,98726,8279,0.463,39.7,36915,51168,50702,48561,65465,52660,39886,39282,19377,31117,28464,39851,5.7,"Congressional District 2, Tennessee (111th Congress)",47,02,Tennessee,TN,TN-02
362,676278,348131,39.2,248742,576110,75919,7560,1800,535,1383,144,10786,651073,20754,152383,139857,90918,63851,18338,18,41260,21816,101902,6763,0.468,40.1,34535,50187,45108,48353,64432,58359,38193,36845,17556,30283,28368,40815,5.6,"Congressional District 3, Tennessee (111th Congress)",47,03,Tennessee,TN,TN-03
363,670730,342515,40.1,248424,621647,26953,2353,2143,492,1069,8,11665,653269,13122,155262,142498,108829,41480,17774,3,37410,19747,115153,3124,0.45,40.6,31990,44034,43485,41896,59695,58147,33542,31542,16702,28085,26803,37302,5.6,"Congressional District 4, Tennessee (111th Congress)",47,04,Tennessee,TN,TN-04
364,693067,356354,34.7,256265,478045,169950,18292,2014,1043,2362,218,32201,620239,66716,157551,111943,70047,93366,18429,12,46519,25940,98937,9400,0.467,37.7,37644,50801,50541,48236,56452,46951,41707,39667,20619,33726,31386,40621,5.4,"Congressional District 5, Tennessee (111th Congress)",47,05,Tennessee,TN,TN-05
365,747331,377692,35.6,273016,656609,54575,9386,1759,737,1602,73,25498,708578,33461,188004,154297,91226,67555,20931,31,46576,23893,102583,5133,0.429,39.0,36226,48840,46967,44506,55780,46845,36400,37203,17623,32714,30444,38413,5.7,"Congressional District 6, Tennessee (111th Congress)",47,06,Tennessee,TN,TN-06
366,735831,373909,36.9,253147,598052,97959,17316,1340,1050,3925,513,14230,693734,33048,194614,163330,56207,104966,20694,20,61387,29357,68857,17403,0.464,41.0,44739,61949,59293,55526,74288,63438,44245,40505,19602,38244,32912,44209,6.4,"Congressional District 7, Tennessee (111th Congress)",47,07,Tennessee,TN,TN-07
367,645905,332149,37.4,229078,475772,150469,3690,2293,431,1703,48,11709,629224,12712,161769,123573,86115,42208,18787,37,37644,20463,123947,3378,0.454,40.1,32997,44588,48155,42239,53657,48803,31173,33931,17781,29207,28282,39246,5.5,"Congressional District 8, Tennessee (111th Congress)",47,08,Tennessee,TN,TN-08
368,617610,323991,33.1,209156,200693,380063,11446,1005,564,1040,89,23702,578561,35435,166509,73452,71960,56170,18894,5,36958,21344,141196,6246,0.502,38.0,34391,49475,49178,47183,59291,48221,38115,47728,18255,32335,30804,40959,5.3,"Congressional District 9, Tennessee (111th Congress)",47,09,Tennessee,TN,TN-09
369,691112,353866,36.3,246442,520175,122846,5128,2550,262,833,13,81697,638692,47814,176491,132089,81700,56094,21011,3,40904,20481,112499,6189,0.473,39.3,34037,46088,46546,43263,59799,55819,34866,34179,15782,28634,26347,38633,5.3,"Congressional District 1, Texas (111th Congress)",48,01,Texas,TX,TX-01
370,724583,361553,34.6,261230,485946,149264,21632,2615,1288,2944,763,104477,638862,77456,197485,138584,71096,78041,22835,43,57001,27909,85062,10469,0.445,39.6,43711,59270,59005,54139,76019,70172,50657,48199,18440,36434,33724,44130,5.8,"Congressional District 2, Texas (111th Congress)",48,02,Texas,TX,TX-02
371,822276,408841,33.3,294571,558658,86999,89564,3691,1448,2292,223,140246,628854,183797,232289,159330,65860,146787,22745,0,68351,32989,79185,22022,0.448,39.0,47242,70214,64925,64727,81998,61912,52465,58844,18738,40486,36145,45019,6.0,"Congressional District 3, Texas (111th Congress)",48,03,Texas,TX,TX-03
372,788200,395586,36.4,283202,645371,80578,12540,6067,719,2515,165,77051,726463,55611,210557,160787,81721,79143,23042,12,50623,24468,97279,8295,0.444,39.9,39606,54466,53275,50544,71436,52324,42694,43098,16463,33276,31060,41181,5.6,"Congressional District 4, Texas (111th Congress)",48,04,Texas,TX,TX-04
373,704509,349233,35.9,260205,539055,92201,13208,3387,526,1884,145,119654,625093,75160,183618,130002,93835,61250,21099,5,47725,24337,92755,7080,0.445,40.0,37056,51587,50938,49279,62037,54747,45233,37409,16450,33764,31944,43014,5.4,"Congressional District 5, Texas (111th Congress)",48,05,Texas,TX,TX-05
374,771782,385653,33.1,272881,531069,123994,30609,5337,1027,4757,164,144293,661742,101850,219817,143891,78754,82128,24453,25,53794,26712,101916,7881,0.426,38.5,39846,54773,51408,52671,74515,55941,41483,46193,18368,34405,32302,45045,5.5,"Congressional District 6, Texas (111th Congress)",48,06,Texas,TX,TX-06
375,769431,389507,35.5,286306,569680,66483,65762,1906,2773,2844,458,120847,590619,169176,184480,145604,47187,160544,18612,0,68532,38452,67859,36350,0.516,39.4,52101,72665,67221,68215,83012,86500,50722,61197,20726,41945,37352,46316,5.4,"Congressional District 7, Texas (111th Congress)",48,07,Texas,TX,TX-07
376,778775,384126,37.0,292154,661954,65765,9841,3216,1135,1548,79,76954,713777,59555,198708,156823,84916,74817,23872,15,50941,24417,102623,12226,0.472,40.2,41099,57487,60505,50513,75331,67875,41887,33989,15607,33096,30554,41309,5.5,"Congressional District 8, Texas (111th Congress)",48,08,Texas,TX,TX-08
377,716184,357991,30.4,249934,288097,259540,71250,2059,3584,3266,990,180389,457193,252922,208437,98066,118494,62586,21358,0,37272,21190,163250,3304,0.45,37.2,29668,48142,48802,47433,66345,47130,43969,37508,18504,30448,30970,42481,4.7,"Congressional District 9, Texas (111th Congress)",48,09,Texas,TX,TX-09
378,876509,436885,32.3,314367,635023,90578,49086,3901,3817,4182,527,178499,717866,148117,246473,167197,75296,133832,24871,38,62261,31138,88948,16981,0.437,37.9,43784,60551,59036,55646,75241,62787,51027,53952,19292,38529,34327,42990,5.7,"Congressional District 10, Texas (111th Congress)",48,10,Texas,TX,TX-10
379,679459,344050,36.8,241916,576604,27255,4908,4466,264,1673,36,210134,619242,54231,175790,136881,96984,56431,21951,481,43462,21902,102728,7101,0.469,39.8,33956,45520,46866,43182,65786,53661,36250,35157,16262,28406,26685,40158,5.3,"Congressional District 11, Texas (111th Congress)",48,11,Texas,TX,TX-11
380,776650,386136,33.4,279430,597417,48591,21690,4614,917,3216,182,190178,660640,107392,212936,142126,97039,79294,21619,26,52916,26476,99800,8756,0.44,38.4,38966,55960,53589,53644,74635,65224,44218,48895,18762,33712,31608,44927,5.4,"Congressional District 12, Texas (111th Congress)",48,12,Texas,TX,TX-12
381,652315,322566,35.6,237913,529934,39663,9375,5143,270,1851,58,123738,600630,46238,167851,127967,81414,52325,22254,1097,42263,21688,95881,5488,0.457,39.0,33459,44214,41312,43045,61745,55160,33242,34218,15092,28135,26346,39931,5.3,"Congressional District 13, Texas (111th Congress)",48,13,Texas,TX,TX-13
382,737393,368762,36.4,266596,576246,68654,20543,3220,1083,2341,157,176633,656239,75328,200506,148286,84199,75186,21749,0,53335,25985,94478,9970,0.454,40.8,42461,59297,58786,54748,90671,70221,47798,39607,16131,33478,31263,43341,5.4,"Congressional District 14, Texas (111th Congress)",48,14,Texas,TX,TX-14
383,740502,370742,30.0,246549,546246,12790,6188,2660,818,1916,136,543404,591970,143207,241826,130518,149665,43010,23880,0,32004,15802,230171,3048,0.49,37.5,28972,43113,39449,42601,44643,44773,39135,37272,14428,24781,24017,41158,5.1,"Congressional District 15, Texas (111th Congress)",48,15,Texas,TX,TX-15
384,698101,362869,30.9,216486,540177,20257,7992,4593,635,5477,385,528868,502397,182947,218254,114968,119402,51629,22849,598,35353,17551,179529,3598,0.47,38.1,29161,46017,42603,44633,53786,49688,35944,52188,14223,25615,24632,43396,5.4,"Congressional District 16, Texas (111th Congress)",48,16,Texas,TX,TX-16
385,722936,360542,31.8,270145,586255,71830,12737,3876,466,1888,26,118623,657532,59568,177511,125639,81632,58598,27568,33,42130,20230,135462,5930,0.474,36.7,35000,48843,50147,45627,61350,51190,34362,36081,16292,30227,28543,43306,5.3,"Congressional District 17, Texas (111th Congress)",48,17,Texas,TX,TX-17
386,694198,344138,30.9,248027,309186,258847,23051,2586,1172,2129,292,229186,532528,157106,198062,90390,133097,47858,21112,0,36949,20749,169566,4801,0.475,36.8,31571,51454,57001,48381,68101,79399,42687,44622,17627,31230,30699,43220,5.0,"Congressional District 18, Texas (111th Congress)",48,18,Texas,TX,TX-18
387,662286,334076,32.8,237163,537068,35370,6938,3684,539,1372,54,185958,607934,48280,171125,127823,87675,55849,23491,180,39644,20163,114333,5085,0.464,37.1,32296,43769,41557,41709,51994,41060,34402,33946,15143,29191,27042,40651,5.2,"Congressional District 19, Texas (111th Congress)",48,19,Texas,TX,TX-19
388,688308,350452,31.4,234292,444471,48082,11437,5220,722,6242,396,416693,573315,101929,190052,96038,106247,43360,21920,1404,36651,19760,150287,1622,0.439,36.3,30095,43209,41878,43025,47983,45927,37295,38319,17485,28657,27887,40896,5.0,"Congressional District 20, Texas (111th Congress)",48,20,Texas,TX,TX-20
389,798503,407782,36.2,282918,646687,50241,23997,4095,1546,6145,548,177310,713039,68824,199986,158959,46110,129873,23753,268,60896,30028,77787,21579,0.477,39.7,43925,59094,55459,55619,78537,60294,45312,47519,19111,36404,31219,44508,5.7,"Congressional District 21, Texas (111th Congress)",48,21,Texas,TX,TX-21
390,847023,426089,34.2,296250,564319,110573,93859,3764,2147,4432,696,168024,682164,157221,241757,164428,68538,119875,25644,13,70932,32937,77788,17543,0.422,40.1,48145,65285,61594,62318,87024,72115,55026,50483,18131,38209,34953,45334,6.1,"Congressional District 22, Texas (111th Congress)",48,22,Texas,TX,TX-22
391,754470,380415,32.5,253471,565385,23523,12900,5499,711,4644,385,429496,628278,114248,227592,130845,120897,64491,25468,43,43808,20491,144856,8516,0.489,38.7,33802,52462,49865,50676,56273,48232,37151,43994,16121,28678,27110,43555,5.5,"Congressional District 23, Texas (111th Congress)",48,23,Texas,TX,TX-23
392,763447,386408,33.0,270333,526079,93373,62276,4213,1723,5824,591,152363,610855,141696,210968,141160,62620,123568,21509,21,60652,32189,67809,17248,0.445,38.8,43875,61790,56218,58729,71111,70094,52536,57953,19142,38010,34686,45688,5.5,"Congressional District 24, Texas (111th Congress)",48,24,Texas,TX,TX-24
393,762576,372775,31.5,291653,512270,63058,15565,3983,1304,2553,229,221836,648237,105519,187719,121625,90767,102177,21280,35,47756,25093,129045,9025,0.456,35.6,36755,51381,49696,49490,70270,48943,43678,43969,20158,33512,31684,40600,5.1,"Congressional District 25, Texas (111th Congress)",48,25,Texas,TX,TX-25
394,849314,427105,32.8,297338,630275,110219,25622,3342,930,3787,494,142027,733857,106025,242587,154929,76245,111829,23946,52,61292,28399,101628,13201,0.437,38.3,43242,59986,56642,53572,71900,58292,44148,51760,19492,38404,34728,45459,5.9,"Congressional District 26, Texas (111th Congress)",48,26,Texas,TX,TX-26
395,700777,358570,31.3,227118,588209,17011,6854,2787,479,2329,29,432882,582701,110035,216455,118352,120736,45529,22857,139,36572,17851,187321,4282,0.486,38.5,30715,45228,44170,44480,58113,50893,32345,36454,15395,25535,24539,41105,5.1,"Congressional District 27, Texas (111th Congress)",48,27,Texas,TX,TX-27
396,776288,397739,29.4,242789,611079,11104,4653,3289,549,2158,239,574702,584878,181996,264055,132480,153644,47311,24722,9,36169,16494,212397,3329,0.469,38.1,28223,44423,41908,43012,55167,46765,30163,45869,15530,24956,24672,41329,5.2,"Congressional District 28, Texas (111th Congress)",48,28,Texas,TX,TX-28
397,670828,327370,28.4,230371,397825,62011,8639,4263,509,1959,563,438940,440910,225084,221350,101545,171312,18099,21610,0,35976,19429,161566,1397,0.416,36.0,27478,41352,38490,40623,45031,51278,33432,43901,15466,27039,27846,37635,5.0,"Congressional District 29, Texas (111th Congress)",48,29,Texas,TX,TX-29
398,711107,347619,30.6,258461,297952,276659,9530,2931,572,1669,186,260893,555197,151431,201648,88974,139723,51911,20557,30,36922,21197,174011,5418,0.48,36.3,30975,50707,50764,48901,58481,38657,46587,42956,18474,31351,30973,44007,4.9,"Congressional District 30, Texas (111th Congress)",48,30,Texas,TX,TX-30
399,811318,408144,32.0,259924,608001,101553,24032,4510,1421,13914,735,122875,718797,67975,226887,153757,58807,93652,25726,1323,54818,27621,87646,7244,0.41,37.2,38820,52666,49716,50044,74055,50034,44004,37705,18508,32244,30079,41241,5.6,"Congressional District 31, Texas (111th Congress)",48,31,Texas,TX,TX-31
400,677882,331002,32.2,255640,484609,49992,29438,3774,1589,2359,269,240718,484094,187299,179842,110418,105498,101914,16413,0,50145,26572,107067,22033,0.545,36.8,37423,63873,58450,59330,67017,56945,48103,51131,19152,36329,31912,44907,5.0,"Congressional District 32, Texas (111th Congress)",48,32,Texas,TX,TX-32
401,859310,424339,29.1,292374,772566,12821,15180,6165,565,1805,493,86423,782230,67845,267060,170536,47413,94112,26980,45,55184,24785,87785,6921,0.408,35.3,39519,54149,49762,51850,67246,50235,45651,42351,18582,32612,30631,41212,6.3,"Congressional District 1, Utah (111th Congress)",49,01,Utah,UT,UT-01
402,860581,429327,31.2,302174,777788,7362,17856,18801,492,1648,191,47354,799024,54955,247750,174773,44029,112795,24863,0,55256,25554,81636,12380,0.437,36.1,41619,55572,50996,52517,64543,50701,46910,45472,19067,34315,30954,43494,6.2,"Congressional District 2, Utah (111th Congress)",49,02,Utah,UT,UT-02
403,931925,464339,25.4,308457,826451,7046,19928,7042,598,2413,373,95203,835453,87336,310679,171718,50959,82185,34058,12,56497,21960,102523,5148,0.382,32.8,37279,52037,47394,50751,63784,45801,41377,47604,19529,31271,29483,44160,6.5,"Congressional District 3, Utah (111th Congress)",49,03,Utah,UT,UT-03
404,758217,386699,36.9,255170,556498,146667,17990,2568,1180,7412,939,12824,695353,46559,191338,160143,54288,91704,24352,1185,66535,31828,50233,12694,0.405,40.5,46144,63989,63410,61120,79125,71063,49481,53568,22826,35885,34256,45817,6.4,"Congressional District 1, Virginia (111th Congress)",51,01,Virginia,VA,VA-01
405,649302,324659,33.5,204519,443818,144327,29283,1779,1240,11319,1626,12647,582970,51029,158297,118512,40421,76269,20239,3293,58188,29260,54346,7819,0.415,37.2,39326,52054,47114,50195,62494,54960,40956,42767,21581,33091,31767,43046,5.9,"Congressional District 2, Virginia (111th Congress)",51,02,Virginia,VA,VA-02
406,666353,349006,33.2,220980,260945,366858,12077,2859,625,6099,1060,8277,624873,31500,161048,87457,78238,54224,21702,1867,41493,23232,118122,3756,0.449,36.6,35045,46150,45731,44932,57706,58361,40830,40642,20463,30434,30714,41329,5.3,"Congressional District 3, Virginia (111th Congress)",51,03,Virginia,VA,VA-03
407,721955,364492,37.0,253006,445574,241588,12775,2365,571,5507,383,9882,682713,28877,183308,140932,76903,69476,22822,1285,59137,28666,66434,6898,0.404,40.8,41456,54721,51858,52224,70724,56414,41985,43413,19575,35251,34234,42357,6.2,"Congressional District 4, Virginia (111th Congress)",51,04,Virginia,VA,VA-04
408,663381,339023,40.5,253535,486317,151792,8203,782,591,1854,197,9860,635180,23789,138251,130824,96353,57135,19625,39,42522,22312,93457,5937,0.455,40.8,35089,48262,45908,45963,60577,47128,37571,35878,19918,30404,29211,38558,5.6,"Congressional District 5, Virginia (111th Congress)",51,05,Virginia,VA,VA-05
409,678517,350776,39.0,252173,577480,74395,8805,1484,1189,2851,396,11099,644790,28160,145394,134448,79298,69607,22289,0,45913,23177,84321,5924,0.437,39.6,36017,49456,45475,47847,61460,47750,36565,42025,19155,31977,29318,41980,5.8,"Congressional District 6, Virginia (111th Congress)",51,06,Virginia,VA,VA-06
410,726905,373807,38.3,261914,557897,123121,22745,2270,895,3983,462,8341,668402,51655,174825,153308,60000,116437,19928,22,64474,32308,51771,16246,0.431,41.0,45911,61665,60032,56921,69064,60373,49769,47435,21364,38736,34592,43003,6.4,"Congressional District 7, Virginia (111th Congress)",51,07,Virginia,VA,VA-07
411,667001,337429,35.2,255069,441898,91038,65059,2528,2660,6779,754,13824,475723,174405,131531,111619,46028,147486,12162,229,88124,48417,46700,34789,0.429,37.5,63607,81503,79795,77425,83497,83215,70862,79763,25207,46901,45298,53799,5.0,"Congressional District 8, Virginia (111th Congress)",51,08,Virginia,VA,VA-08
412,644394,325633,39.8,253198,601400,26343,6952,1165,409,723,15,5428,626767,14268,126940,135599,103945,45015,21659,19,36125,18205,112074,2466,0.442,38.3,32430,43506,43418,42136,51780,50529,26303,34867,15075,27075,26606,40480,5.5,"Congressional District 9, Virginia (111th Congress)",51,09,Virginia,VA,VA-09
413,800948,400997,35.5,283718,598570,58819,84177,2461,1512,6134,793,21464,632753,152477,221400,164884,51825,145635,19641,15,95048,42390,41450,38275,0.429,40.6,61656,86090,78143,81405,93376,93005,59976,66403,23831,45743,43179,49238,6.9,"Congressional District 10, Virginia (111th Congress)",51,10,Virginia,VA,VA-10
414,744757,375169,36.5,259790,488435,85191,103722,2671,2755,8007,1363,17507,546934,177916,199138,160036,37452,137318,22183,38,103808,45608,33538,37901,0.378,41.5,64186,87336,82672,81741,98110,92397,61387,82930,26099,45198,45013,54538,7.3,"Congressional District 11, Virginia (111th Congress)",51,11,Virginia,VA,VA-11
415,620414,315375,40.6,237222,595731,4820,6757,1713,433,2164,228,2393,592103,23035,131019,124564,41577,84803,20011,29,51284,25230,65749,6587,0.43,41.6,39110,51614,48834,50143,62398,51409,39272,51923,22748,33730,32000,43038,5.7,"Congressional District (at Large), Vermont (111th Congress)",50,AL,Vermont,VT,VT-AL
416,710088,355673,37.6,263642,566226,17407,74922,5605,451,1751,164,31335,590679,108617,167240,151885,31817,129388,18290,256,72352,36513,45395,16973,0.417,40.9,54196,72296,60648,71291,79137,69530,58750,62397,25911,42899,39163,50028,5.9,"Congressional District 1, Washington (111th Congress)",53,01,Washington,WA,WA-01
417,732264,368662,37.3,266507,638811,9121,25573,12678,451,2152,133,47068,654237,67199,173596,147882,49667,81259,22007,405,55125,27365,81178,6911,0.412,40.0,43417,58044,51743,57128,73271,54286,51344,65468,22206,36889,35098,47666,5.5,"Congressional District 2, Washington (111th Congress)",53,02,Washington,WA,WA-02
418,754260,380017,37.5,274087,669019,10568,23327,7396,970,1971,121,36792,687378,58623,190931,151606,51982,77613,22187,16,54240,27487,86753,7316,0.418,40.8,44424,58986,51566,56830,68456,57786,43233,64670,19820,37158,35061,47457,5.8,"Congressional District 3, Washington (111th Congress)",53,03,Washington,WA,WA-03
419,727909,361503,33.4,257194,563546,7479,10980,15639,450,1611,146,208508,615852,106851,212215,136488,97250,54318,24339,52,45476,21583,125597,5018,0.435,39.3,37075,55126,50546,54365,76948,65795,38794,52175,20091,33519,31596,48439,5.6,"Congressional District 4, Washington (111th Congress)",53,04,Washington,WA,WA-04
420,698696,353352,37.0,259214,621544,9458,15004,14730,860,1615,53,30654,652813,37840,162359,137345,44693,73701,21381,257,44071,22206,105613,6128,0.446,39.1,38153,50694,45182,50824,60651,57851,39186,53469,20106,33012,31311,47552,5.8,"Congressional District 5, Washington (111th Congress)",53,05,Washington,WA,WA-05
421,683754,344648,39.5,254618,544386,38418,32400,14503,653,3127,150,34317,613484,55221,152239,127972,52126,68805,19432,52,47967,25514,96003,5573,0.434,40.6,41328,54653,51134,53544,72081,55745,40075,52660,19940,36058,34651,49031,5.4,"Congressional District 6, Washington (111th Congress)",53,06,Washington,WA,WA-06
422,683742,342729,36.3,283187,482264,53733,90384,6216,853,2542,76,32140,548409,122505,111105,108613,44239,156562,14322,25,58547,32177,83140,19891,0.481,36.8,50250,66016,57879,64076,74048,56917,51831,67750,24472,41268,38933,46363,4.7,"Congressional District 7, Washington (111th Congress)",53,07,Washington,WA,WA-07
423,771979,386079,36.8,280398,603029,20885,91746,5168,824,1951,55,33664,635032,125750,204742,171324,33776,138366,21771,5,81585,38931,46717,24534,0.42,41.1,58486,78927,67925,76493,86435,75319,57086,77597,27188,44563,39903,48996,6.3,"Congressional District 8, Washington (111th Congress)",53,08,Washington,WA,WA-08
424,703063,349243,35.4,246511,512573,53348,60195,9502,716,5007,219,53708,582618,101718,173046,129733,50757,73660,20192,1493,56225,29960,78724,7059,0.407,39.1,43700,59112,52416,58838,75543,62526,53468,62203,22203,38955,37568,49421,5.5,"Congressional District 9, Washington (111th Congress)",53,09,Washington,WA,WA-09
425,721209,363674,38.1,266115,639553,35941,9860,2350,443,4405,119,44800,680108,36869,179080,147191,53904,81613,20889,26,57790,28777,62104,7172,0.405,41.1,44041,57336,55384,54436,63410,54913,48604,56046,20342,36779,34090,44938,5.6,"Congressional District 1, Wisconsin (111th Congress)",55,01,Wisconsin,WI,WI-01
426,731492,368501,35.4,281371,653713,28190,21760,2240,421,2330,324,24641,684545,42197,159152,143649,37842,101520,23508,20,56075,28204,81452,10079,0.435,38.1,42423,54458,50727,53449,58516,49784,43346,53133,21412,35599,33709,46660,5.7,"Congressional District 2, Wisconsin (111th Congress)",55,02,Wisconsin,WI,WI-02
427,709480,354338,37.1,269551,678406,5555,10445,5103,204,785,163,7309,691737,14596,163925,152554,46535,68817,23563,2,49251,24207,80128,5382,0.413,39.4,36223,46942,45207,48107,59671,48921,32142,46188,19133,32079,30367,43896,5.9,"Congressional District 3, Wisconsin (111th Congress)",55,03,Wisconsin,WI,WI-03
428,678197,352199,31.6,234569,362010,227770,21273,5149,861,21602,433,67347,604595,61884,180797,81345,79043,59915,20806,7,38085,22127,151156,2335,0.431,35.9,35664,47441,49403,46450,57911,44760,41237,60149,20427,33014,32519,38546,5.0,"Congressional District 4, Wisconsin (111th Congress)",55,04,Wisconsin,WI,WI-04
429,692956,350877,40.8,256719,646227,15635,15674,1187,360,3198,58,13914,656998,31927,163710,160414,29398,119282,20032,0,68490,33612,34016,16468,0.431,42.5,50659,65156,58803,60893,68227,58311,49019,59075,22312,42468,36598,50094,6.0,"Congressional District 5, Wisconsin (111th Congress)",55,05,Wisconsin,WI,WI-05
430,686870,339386,39.5,267553,646013,9937,12221,3072,511,1895,129,18308,662395,21260,155442,152514,55095,64295,20088,17,50869,26008,57769,4932,0.4,41.0,39151,50770,47671,50036,59061,47557,41052,48670,19047,33319,31961,43916,5.7,"Congressional District 6, Wisconsin (111th Congress)",55,06,Wisconsin,WI,WI-06
431,679860,340268,41.0,260168,643754,3129,12150,10617,107,1083,15,6299,663787,13513,153852,156309,54630,59199,20305,49,46118,24030,71803,4634,0.411,41.8,35814,47822,43939,48455,53906,46188,36866,49895,18911,31240,30048,45154,5.7,"Congressional District 7, Wisconsin (111th Congress)",55,07,Wisconsin,WI,WI-07
432,699356,350167,39.3,264398,642231,6503,12097,18307,66,1914,25,18869,674100,22215,164349,155195,49361,73853,20372,16,50210,26218,67138,5733,0.416,41.0,38937,49669,46713,48963,61967,51312,39015,50083,19960,33749,31352,43157,5.6,"Congressional District 8, Wisconsin (111th Congress)",55,08,Wisconsin,WI,WI-08
433,595805,304304,40.2,228357,568971,12529,4198,905,357,674,70,2283,584496,8756,122374,125015,60375,44529,18909,25,37212,19558,101056,3246,0.454,40.1,33684,45226,42464,44144,64225,58254,29015,38844,15932,26766,26214,39472,5.7,"Congressional District 1, West Virginia (111th Congress)",54,01,West Virginia,WV,WV-01
434,631599,321470,40.3,237191,588342,23228,4484,858,383,1359,73,4399,619034,9771,141341,134048,73896,51414,16539,20,41960,22708,89416,4839,0.444,41.3,35919,49606,48026,47101,61441,50362,33266,41265,16426,29912,28709,38352,5.8,"Congressional District 2, West Virginia (111th Congress)",54,02,West Virginia,WV,WV-02
435,583999,299364,40.8,221162,549815,23920,2777,1245,98,459,20,2258,577568,4878,123113,125661,96611,34211,14803,2,32730,18077,119896,2482,0.456,39.8,32756,41118,44133,39561,52874,39036,27512,34276,15949,26321,25278,36573,5.6,"Congressional District 3, West Virginia (111th Congress)",54,03,West Virginia,WV,WV-03
436,523949,257499,36.7,197784,479259,4818,3830,11770,227,661,38,28169,505635,14804,125969,110235,30249,52909,16430,208,51990,25843,49051,5137,0.424,40.0,39074,48160,43805,47480,61144,52763,36412,47535,19452,30608,29906,45909,5.7,"Congressional District (at Large), Wyoming (111th Congress)",56,AL,Wyoming,WY,WY-AL
